PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08931241 --- 507.6881247639656 minutes --- 1695 new words added
Pat/2015/08931242 --- 1015.399916656812 minutes --- 435 new words added
Pat/2015/08931243 --- 1523.115118320783 minutes --- 166 new words added
Pat/2015/08931244 --- 2030.8378934542338 minutes --- 300 new words added
Pat/2015/08931245 --- 2538.5710353771847 minutes --- 328 new words added
Pat/2015/08931246 --- 3046.309881047408 minutes --- 148 new words added
Pat/2015/08931247 --- 3554.051533083121 minutes --- 62 new words added
Pat/2015/08931248 --- 4061.8013301968576 minutes --- 167 new words added
Pat/2015/08931249 --- 4569.562333273888 minutes --- 201 new words added
Pat/2015/08931250 --- 5077.337366783619 minutes --- 207 new words added
Pat/2015/08931251 --- 5585.121299727758 minutes --- 121 new words added
Pat/2015/08931252 --- 6092.940917328993 minutes --- 232 new words added
Pat/2015/08931253 --- 6600.772520192464 minutes --- 136 new words added
Pat/2015/08931254 --- 7108.617621664206 minutes --- 140 new words added
Pat/2015/08931255 --- 7616.47979777654 minutes --- 154 new words added
Pat/2015/08931256 --- 8124.359528656801 minutes --- 153 new words added
Pat/2015/08931257 --- 8632.3029105107 minutes --- 485 new words added
Pat/2015/08931258 --- 9140.267559933662 minutes --- 148 new words added
Pat/2015/08931259 --- 9648.253746080398 minutes --- 138 new words added
Pat/2015/08931260 --- 10156.250190718969 minutes --- 62 new words added
Pat/2015/08931261 --- 10664.260082836945 minutes --- 75 new words added
Pat/2015/08931262 --- 11172.319999464353 minutes --- 179 new words added
Pat/2015/08931263 --- 11680.393891183536 minutes --- 71 new words added
Pat/2015/08931264 --- 12188.478636868795 minutes --- 51 new words added
Pat/2015/08931265 --- 12696.57601891756 minutes --- 58 new words added
Pat/2015/08931266 --- 13204.687914955615 minutes --- 62 new words added
Pat/2015/08931267 --- 13712.81301548481 minutes --- 55 new words added
Pat/2015/08931268 --- 14220.956308472156 minutes --- 73 new words added
