PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08928328 --- 292.78530216614405 minutes --- 757 new words added
Pat/2015/08928329 --- 585.592250196139 minutes --- 449 new words added
Pat/2015/08928330 --- 878.401985045274 minutes --- 212 new words added
Pat/2015/08928331 --- 1171.2178357799849 minutes --- 286 new words added
Pat/2015/08928332 --- 1464.0407234191894 minutes --- 311 new words added
Pat/2015/08928333 --- 1756.8696973840395 minutes --- 219 new words added
Pat/2015/08928334 --- 2049.7085070371627 minutes --- 289 new words added
Pat/2015/08928335 --- 2342.5554723183313 minutes --- 202 new words added
Pat/2015/08928336 --- 2635.4097607692083 minutes --- 147 new words added
Pat/2015/08928337 --- 2928.2774741331737 minutes --- 252 new words added
Pat/2015/08928338 --- 3221.1531045556067 minutes --- 130 new words added
Pat/2015/08928339 --- 3514.0633831540745 minutes --- 227 new words added
Pat/2015/08928340 --- 3806.9952734152475 minutes --- 280 new words added
Pat/2015/08928341 --- 4099.940401307742 minutes --- 152 new words added
Pat/2015/08928342 --- 4392.897391446431 minutes --- 124 new words added
Pat/2015/08928343 --- 4685.884402720133 minutes --- 278 new words added
Pat/2015/08928344 --- 4978.91555536588 minutes --- 376 new words added
Pat/2015/08928345 --- 5271.957160015901 minutes --- 79 new words added
Pat/2015/08928346 --- 5565.0253293951355 minutes --- 185 new words added
Pat/2015/08928347 --- 5858.157207024097 minutes --- 415 new words added
Pat/2015/08928348 --- 6151.301857423782 minutes --- 75 new words added
Pat/2015/08928349 --- 6444.480230915547 minutes --- 90 new words added
Pat/2015/08928350 --- 6737.686976802349 minutes --- 150 new words added
Pat/2015/08928351 --- 7030.914100833734 minutes --- 101 new words added
Pat/2015/08928352 --- 7324.191903809707 minutes --- 233 new words added
Pat/2015/08928353 --- 7617.510155971845 minutes --- 176 new words added
Pat/2015/08928354 --- 7910.837781159083 minutes --- 36 new words added
Pat/2015/08928355 --- 8204.180612432956 minutes --- 58 new words added
Pat/2015/08928356 --- 8497.553037885826 minutes --- 113 new words added
Pat/2015/08928357 --- 8790.936726665497 minutes --- 40 new words added
Pat/2015/08928358 --- 9084.4146291852 minutes --- 326 new words added
Pat/2015/08928359 --- 9377.960509785016 minutes --- 164 new words added
Pat/2015/08928360 --- 9671.51807200114 minutes --- 34 new words added
Pat/2015/08928361 --- 9965.084675824643 minutes --- 26 new words added
Pat/2015/08928362 --- 10258.703425534566 minutes --- 150 new words added
Pat/2015/08928363 --- 10552.345751361052 minutes --- 61 new words added
Pat/2015/08928364 --- 10846.008552277088 minutes --- 54 new words added
Pat/2015/08928365 --- 11139.686915286382 minutes --- 39 new words added
Pat/2015/08928366 --- 11433.379130884012 minutes --- 34 new words added
Pat/2015/08928367 --- 11727.089497216542 minutes --- 44 new words added
Pat/2015/08928368 --- 12020.819431626796 minutes --- 46 new words added
Pat/2015/08928369 --- 12314.582013599078 minutes --- 35 new words added
Pat/2015/08928370 --- 12608.362326761087 minutes --- 39 new words added
Pat/2015/08928371 --- 12902.146548243363 minutes --- 7 new words added
Pat/2015/08928372 --- 13195.959995325406 minutes --- 58 new words added
Pat/2015/08928373 --- 13489.802190621695 minutes --- 58 new words added
Pat/2015/08928374 --- 13783.666592307885 minutes --- 42 new words added
Pat/2015/08928375 --- 14077.582688430944 minutes --- 99 new words added
Pat/2015/08928376 --- 14371.533382225036 minutes --- 64 new words added
Pat/2015/08928377 --- 14665.507535767556 minutes --- 42 new words added
Pat/2015/08928378 --- 14959.488798622291 minutes --- 11 new words added
Pat/2015/08928379 --- 15253.55455959638 minutes --- 118 new words added
Pat/2015/08928380 --- 15547.628611485163 minutes --- 13 new words added
Pat/2015/08928381 --- 15841.741430524986 minutes --- 64 new words added
Pat/2015/08928382 --- 16135.88729830583 minutes --- 52 new words added
Pat/2015/08928383 --- 16430.057514107226 minutes --- 38 new words added
Pat/2015/08928384 --- 16724.295514166355 minutes --- 104 new words added
Pat/2015/08928385 --- 17018.571544472376 minutes --- 57 new words added
Pat/2015/08928386 --- 17312.879038182895 minutes --- 46 new words added
Pat/2015/08928387 --- 17607.230125101407 minutes --- 63 new words added
Pat/2015/08928388 --- 17901.693854816756 minutes --- 158 new words added
Pat/2015/08928390 --- 18196.209562853972 minutes --- 47 new words added
Pat/2015/08928391 --- 18490.78014255365 minutes --- 73 new words added
Pat/2015/08928392 --- 18785.376491888364 minutes --- 33 new words added
Pat/2015/08928393 --- 19080.009149742127 minutes --- 46 new words added
Pat/2015/08928394 --- 19374.660002982615 minutes --- 22 new words added
Pat/2015/08928395 --- 19669.330731745562 minutes --- 24 new words added
Pat/2015/08928396 --- 19964.029095665614 minutes --- 33 new words added
Pat/2015/08928397 --- 20258.756059678395 minutes --- 33 new words added
Pat/2015/08928398 --- 20553.50766547521 minutes --- 28 new words added
Pat/2015/08928399 --- 20848.320161477724 minutes --- 70 new words added
Pat/2015/08928400 --- 21143.213846782844 minutes --- 72 new words added
Pat/2015/08928401 --- 21438.17901970148 minutes --- 79 new words added
Pat/2015/08928402 --- 21733.17733021577 minutes --- 35 new words added
Pat/2015/08928403 --- 22028.195625221728 minutes --- 20 new words added
Pat/2015/08928404 --- 22323.31757166783 minutes --- 109 new words added
Pat/2015/08928405 --- 22618.472255353132 minutes --- 33 new words added
Pat/2015/08928406 --- 22913.67060861985 minutes --- 44 new words added
Pat/2015/08928407 --- 23208.889726769925 minutes --- 20 new words added
Pat/2015/08928408 --- 23504.228290891646 minutes --- 118 new words added
Pat/2015/08928409 --- 23799.58320038716 minutes --- 15 new words added
Pat/2015/08928410 --- 24094.99972282648 minutes --- 38 new words added
Pat/2015/08928411 --- 24390.451202825705 minutes --- 32 new words added
Pat/2015/08928412 --- 24685.951873123646 minutes --- 45 new words added
Pat/2015/08928413 --- 24981.548981583117 minutes --- 87 new words added
Pat/2015/08928414 --- 25277.216769738992 minutes --- 55 new words added
Pat/2015/08928415 --- 25572.92916251421 minutes --- 35 new words added
Pat/2015/08928416 --- 25868.665465712547 minutes --- 20 new words added
Pat/2015/08928417 --- 26164.449510188897 minutes --- 40 new words added
Pat/2015/08928418 --- 26460.32969003121 minutes --- 81 new words added
Pat/2015/08928419 --- 26756.35763413509 minutes --- 121 new words added
Pat/2015/08928420 --- 27052.4678311189 minutes --- 52 new words added
Pat/2015/08928421 --- 27348.602945315837 minutes --- 19 new words added
Pat/2015/08928422 --- 27644.831500943503 minutes --- 73 new words added
Pat/2015/08928423 --- 27941.089412490528 minutes --- 22 new words added
Pat/2015/08928424 --- 28237.44167312781 minutes --- 69 new words added
Pat/2015/08928425 --- 28533.84274471601 minutes --- 36 new words added
Pat/2015/08928426 --- 28830.31919531425 minutes --- 55 new words added
Pat/2015/08928427 --- 29126.80204640627 minutes --- 3 new words added
Pat/2015/08928428 --- 29423.363215569654 minutes --- 52 new words added
