PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08936359 --- 904.427171754837 minutes --- 1365 new words added
Pat/2015/08936360 --- 1808.888414577643 minutes --- 249 new words added
Pat/2015/08936361 --- 2713.382851982117 minutes --- 355 new words added
Pat/2015/08936362 --- 3617.929370864232 minutes --- 440 new words added
Pat/2015/08936363 --- 4522.520410382747 minutes --- 289 new words added
Pat/2015/08936364 --- 5427.224171610674 minutes --- 603 new words added
Pat/2015/08936365 --- 6332.004660658042 minutes --- 326 new words added
Pat/2015/08936366 --- 7236.854432837168 minutes --- 251 new words added
Pat/2015/08936367 --- 8141.879808855057 minutes --- 525 new words added
Pat/2015/08936368 --- 9046.937076616287 minutes --- 74 new words added
Pat/2015/08936369 --- 9952.076061268648 minutes --- 191 new words added
Pat/2015/08936370 --- 10857.269493508338 minutes --- 76 new words added
Pat/2015/08936371 --- 11762.811333441734 minutes --- 694 new words added
Pat/2015/08936372 --- 12668.40260661443 minutes --- 76 new words added
Pat/2015/08936373 --- 13574.127997863292 minutes --- 212 new words added
Pat/2015/08936374 --- 14479.968512841066 minutes --- 166 new words added
Pat/2015/08936375 --- 15385.87548391819 minutes --- 83 new words added
Pat/2015/08936376 --- 16291.812474143506 minutes --- 31 new words added
Pat/2015/08936377 --- 17197.878623211385 minutes --- 155 new words added
Pat/2015/08936378 --- 18104.04452562332 minutes --- 106 new words added
Pat/2015/08936379 --- 19010.49217609962 minutes --- 272 new words added
Pat/2015/08936380 --- 19917.286277846495 minutes --- 326 new words added
Pat/2015/08936381 --- 20824.1611145099 minutes --- 65 new words added
Pat/2015/08936382 --- 21731.201086596648 minutes --- 131 new words added
Pat/2015/08936383 --- 22638.328988321624 minutes --- 61 new words added
Pat/2015/08936384 --- 23545.59177427689 minutes --- 97 new words added
Pat/2015/08936385 --- 24452.98295506239 minutes --- 80 new words added
Pat/2015/08936386 --- 25360.433349478244 minutes --- 36 new words added
Pat/2015/08936387 --- 26268.034648807843 minutes --- 99 new words added
Pat/2015/08936388 --- 27175.722310856978 minutes --- 52 new words added
Pat/2015/08936389 --- 28084.113671429954 minutes --- 398 new words added
Pat/2015/08936390 --- 28992.863469350337 minutes --- 144 new words added
Pat/2015/08936391 --- 29901.719623132547 minutes --- 54 new words added
Pat/2015/08936392 --- 30810.802054115138 minutes --- 124 new words added
Pat/2015/08936393 --- 31720.080867429573 minutes --- 101 new words added
Pat/2015/08936394 --- 32629.523987579345 minutes --- 81 new words added
Pat/2015/08936395 --- 33539.26474678119 minutes --- 147 new words added
Pat/2015/08936396 --- 34449.09068563779 minutes --- 37 new words added
Pat/2015/08936397 --- 35359.0431085825 minutes --- 53 new words added
Pat/2015/08936398 --- 36269.17168259621 minutes --- 43 new words added
Pat/2015/08936399 --- 37179.41053417921 minutes --- 45 new words added
Pat/2015/08936400 --- 38089.79500317176 minutes --- 50 new words added
Pat/2015/08936401 --- 39000.42171730598 minutes --- 90 new words added
Pat/2015/08936402 --- 39911.17285286983 minutes --- 46 new words added
Pat/2015/08936403 --- 40822.00312248468 minutes --- 27 new words added
Pat/2015/08936404 --- 41733.18894373179 minutes --- 135 new words added
Pat/2015/08936405 --- 42644.59439226786 minutes --- 77 new words added
Pat/2015/08936406 --- 43556.110000252724 minutes --- 29 new words added
Pat/2015/08936407 --- 44467.87170100212 minutes --- 82 new words added
Pat/2015/08936408 --- 45379.793829361595 minutes --- 51 new words added
Pat/2015/08936409 --- 46291.797602844235 minutes --- 24 new words added
Pat/2015/08936410 --- 47204.05077310006 minutes --- 75 new words added
Pat/2015/08936411 --- 48116.6063371102 minutes --- 96 new words added
Pat/2015/08936412 --- 49029.38809789817 minutes --- 69 new words added
Pat/2015/08936413 --- 49942.49098347426 minutes --- 97 new words added
Pat/2015/08936414 --- 50856.17763930559 minutes --- 173 new words added
Pat/2015/08936415 --- 51770.044690537456 minutes --- 49 new words added
Pat/2015/08936416 --- 52684.69937104384 minutes --- 222 new words added
Pat/2015/08936417 --- 53599.4950189511 minutes --- 35 new words added
Pat/2015/08936418 --- 54514.42536377907 minutes --- 33 new words added
Pat/2015/08936419 --- 55429.520261208214 minutes --- 40 new words added
Pat/2015/08936420 --- 56344.932244169715 minutes --- 75 new words added
Pat/2015/08936421 --- 57260.518506352106 minutes --- 41 new words added
Pat/2015/08936422 --- 58176.243358397485 minutes --- 31 new words added
Pat/2015/08936423 --- 59092.19436004162 minutes --- 52 new words added
Pat/2015/08936424 --- 60008.409962069985 minutes --- 60 new words added
Pat/2015/08936425 --- 60924.746979272364 minutes --- 25 new words added
Pat/2015/08936426 --- 61841.28277907769 minutes --- 43 new words added
Pat/2015/08936427 --- 62758.081942172845 minutes --- 57 new words added
Pat/2015/08936428 --- 63674.98474223216 minutes --- 20 new words added
Pat/2015/08936429 --- 64592.15008393526 minutes --- 55 new words added
Pat/2015/08936430 --- 65509.71567900976 minutes --- 80 new words added
Pat/2015/08936431 --- 66427.4378879865 minutes --- 30 new words added
Pat/2015/08936432 --- 67345.67563170989 minutes --- 105 new words added
Pat/2015/08936433 --- 68264.01803045273 minutes --- 18 new words added
Pat/2015/08936434 --- 69182.58968218564 minutes --- 43 new words added
Pat/2015/08936435 --- 70101.50090735753 minutes --- 64 new words added
Pat/2015/08936436 --- 71020.67017523448 minutes --- 47 new words added
Pat/2015/08936437 --- 71940.12228709062 minutes --- 51 new words added
Pat/2015/08936438 --- 72859.86070338885 minutes --- 51 new words added
Pat/2015/08936439 --- 73779.84772851864 minutes --- 43 new words added
