PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08936861 --- 1205.8874882896741 minutes --- 681 new words added
Pat/2015/08936862 --- 2411.833123103778 minutes --- 815 new words added
Pat/2015/08936863 --- 3617.7904866258305 minutes --- 130 new words added
Pat/2015/08936864 --- 4823.7744313716885 minutes --- 256 new words added
Pat/2015/08936865 --- 6029.77769990762 minutes --- 145 new words added
Pat/2015/08936866 --- 7235.803237915039 minutes --- 144 new words added
Pat/2015/08936867 --- 8441.854704193274 minutes --- 142 new words added
Pat/2015/08936868 --- 9647.923616631826 minutes --- 83 new words added
Pat/2015/08936869 --- 10854.058617719014 minutes --- 309 new words added
Pat/2015/08936870 --- 12060.44715659221 minutes --- 943 new words added
Pat/2015/08936871 --- 13266.907944007715 minutes --- 206 new words added
Pat/2015/08936872 --- 14473.53029132684 minutes --- 375 new words added
Pat/2015/08936873 --- 15680.244735391934 minutes --- 204 new words added
Pat/2015/08936874 --- 16887.476659997305 minutes --- 1000 new words added
Pat/2015/08936875 --- 18094.78415214618 minutes --- 113 new words added
Pat/2015/08936876 --- 19302.297973604997 minutes --- 302 new words added
Pat/2015/08936878 --- 20510.09031534195 minutes --- 375 new words added
Pat/2015/08936879 --- 21717.971099328995 minutes --- 101 new words added
Pat/2015/08936880 --- 22925.928216246764 minutes --- 82 new words added
Pat/2015/08936881 --- 24133.957953846453 minutes --- 73 new words added
Pat/2015/08936882 --- 25342.093880820274 minutes --- 105 new words added
Pat/2015/08936883 --- 26550.394512025516 minutes --- 141 new words added
Pat/2015/08936884 --- 27758.797434767086 minutes --- 90 new words added
Pat/2015/08936885 --- 28967.255832537016 minutes --- 43 new words added
Pat/2015/08936886 --- 30175.857320133844 minutes --- 118 new words added
Pat/2015/08936887 --- 31384.767476165296 minutes --- 248 new words added
Pat/2015/08936888 --- 32593.81811696291 minutes --- 102 new words added
Pat/2015/08936889 --- 33803.09384264549 minutes --- 161 new words added
Pat/2015/08936890 --- 35012.79980242252 minutes --- 295 new words added
Pat/2015/08936891 --- 36223.09940746625 minutes --- 382 new words added
Pat/2015/08936892 --- 37433.71450415452 minutes --- 187 new words added
Pat/2015/08936893 --- 38645.06623095274 minutes --- 407 new words added
Pat/2015/08936894 --- 39857.14019788901 minutes --- 381 new words added
Pat/2015/08936895 --- 41070.04184662104 minutes --- 408 new words added
Pat/2015/08936896 --- 42283.28877896468 minutes --- 158 new words added
Pat/2015/08936897 --- 43496.688747851054 minutes --- 63 new words added
Pat/2015/08936898 --- 44710.33847724597 minutes --- 105 new words added
Pat/2015/08936899 --- 45924.66549019416 minutes --- 282 new words added
Pat/2015/08936900 --- 47139.53697041273 minutes --- 215 new words added
Pat/2015/08936901 --- 48354.725118156275 minutes --- 118 new words added
Pat/2015/08936902 --- 49570.67501350244 minutes --- 280 new words added
Pat/2015/08936903 --- 50786.832467154665 minutes --- 63 new words added
Pat/2015/08936905 --- 52003.82113480568 minutes --- 284 new words added
Pat/2015/08936906 --- 53223.47965156635 minutes --- 864 new words added
Pat/2015/08936907 --- 54444.96515813271 minutes --- 544 new words added
Pat/2015/08936908 --- 55667.96399614016 minutes --- 424 new words added
Pat/2015/08936909 --- 56892.7164729317 minutes --- 467 new words added
Pat/2015/08936910 --- 58120.268340019386 minutes --- 703 new words added
Pat/2015/08936911 --- 59349.3671324571 minutes --- 364 new words added
Pat/2015/08936912 --- 60581.50271283786 minutes --- 683 new words added
Pat/2015/08936913 --- 61816.27824904919 minutes --- 559 new words added
Pat/2015/08936914 --- 63053.22610759735 minutes --- 433 new words added
Pat/2015/08936915 --- 64292.468612198034 minutes --- 442 new words added
Pat/2015/08936916 --- 65532.72254763047 minutes --- 185 new words added
Pat/2015/08936917 --- 66776.0411883672 minutes --- 550 new words added
Pat/2015/08936918 --- 68022.2574792266 minutes --- 496 new words added
Pat/2015/08936919 --- 69270.31780693929 minutes --- 300 new words added
Pat/2015/08936920 --- 70520.12939528227 minutes --- 277 new words added
Pat/2015/08936921 --- 71771.55844287873 minutes --- 248 new words added
Pat/2015/08936922 --- 73023.73666833242 minutes --- 109 new words added
Pat/2015/08936923 --- 74277.12897313038 minutes --- 176 new words added
Pat/2015/08936924 --- 75546.89886699518 minutes --- 2256 new words added
