PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08929836 --- 392.88818136056267 minutes --- 580 new words added
Pat/2015/08929837 --- 785.7953473011653 minutes --- 249 new words added
Pat/2015/08929838 --- 1178.7107058525085 minutes --- 684 new words added
Pat/2015/08929840 --- 1571.6313248475392 minutes --- 288 new words added
Pat/2015/08929841 --- 1964.5615931868554 minutes --- 397 new words added
Pat/2015/08929842 --- 2357.4941024184227 minutes --- 73 new words added
Pat/2015/08929843 --- 2750.429541591803 minutes --- 85 new words added
Pat/2015/08929844 --- 3143.371698061625 minutes --- 174 new words added
Pat/2015/08929845 --- 3536.3165019075077 minutes --- 53 new words added
Pat/2015/08929846 --- 3929.307166345914 minutes --- 826 new words added
Pat/2015/08929847 --- 4322.308008567492 minutes --- 151 new words added
Pat/2015/08929848 --- 4715.33120076259 minutes --- 75 new words added
Pat/2015/08929849 --- 5108.366506858667 minutes --- 151 new words added
Pat/2015/08929850 --- 5501.413475600878 minutes --- 132 new words added
Pat/2015/08929851 --- 5894.518969921271 minutes --- 573 new words added
Pat/2015/08929852 --- 6287.645669368902 minutes --- 184 new words added
Pat/2015/08929853 --- 6680.809331186612 minutes --- 283 new words added
Pat/2015/08929854 --- 7073.984953451157 minutes --- 86 new words added
Pat/2015/08929855 --- 7467.17536131541 minutes --- 100 new words added
Pat/2015/08929856 --- 7860.417974277338 minutes --- 323 new words added
Pat/2015/08929857 --- 8253.77856449286 minutes --- 648 new words added
Pat/2015/08929858 --- 8647.182475324471 minutes --- 123 new words added
Pat/2015/08929859 --- 9040.671524747213 minutes --- 387 new words added
Pat/2015/08929860 --- 9434.180495623748 minutes --- 84 new words added
Pat/2015/08929861 --- 9827.709803156058 minutes --- 82 new words added
Pat/2015/08929862 --- 10221.267985339959 minutes --- 109 new words added
Pat/2015/08929863 --- 10614.856447823842 minutes --- 110 new words added
Pat/2015/08929864 --- 11008.475120647749 minutes --- 104 new words added
Pat/2015/08929865 --- 11402.10930751562 minutes --- 51 new words added
Pat/2015/08929866 --- 11795.79344085455 minutes --- 161 new words added
Pat/2015/08929867 --- 12189.496929784616 minutes --- 59 new words added
Pat/2015/08929868 --- 12583.251986471812 minutes --- 101 new words added
Pat/2015/08929869 --- 12977.044515911739 minutes --- 106 new words added
Pat/2015/08929870 --- 13370.891256761552 minutes --- 148 new words added
Pat/2015/08929871 --- 13764.804186634223 minutes --- 169 new words added
Pat/2015/08929872 --- 14158.766025817395 minutes --- 122 new words added
Pat/2015/08929873 --- 14552.794629426797 minutes --- 159 new words added
Pat/2015/08929874 --- 14946.93173368772 minutes --- 248 new words added
Pat/2015/08929875 --- 15341.079094382127 minutes --- 21 new words added
Pat/2015/08929876 --- 15735.259053436916 minutes --- 66 new words added
Pat/2015/08929877 --- 16131.234868745008 minutes --- 3089 new words added
Pat/2015/08929878 --- 16527.26111102899 minutes --- 47 new words added
Pat/2015/08929879 --- 16923.30982030233 minutes --- 31 new words added
Pat/2015/08929880 --- 17319.38649295171 minutes --- 38 new words added
Pat/2015/08929881 --- 17715.499979531764 minutes --- 49 new words added
Pat/2015/08929882 --- 18111.670577669145 minutes --- 75 new words added
Pat/2015/08929883 --- 18507.863241684438 minutes --- 27 new words added
Pat/2015/08929884 --- 18904.088548819225 minutes --- 40 new words added
Pat/2015/08929885 --- 19300.34036907355 minutes --- 32 new words added
Pat/2015/08929886 --- 19696.61189943552 minutes --- 23 new words added
Pat/2015/08929887 --- 20092.983446085454 minutes --- 118 new words added
Pat/2015/08929888 --- 20489.445582711698 minutes --- 84 new words added
Pat/2015/08929889 --- 20885.95209773779 minutes --- 49 new words added
Pat/2015/08929890 --- 21282.511583185194 minutes --- 58 new words added
