PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08936660 --- 1019.1230734705925 minutes --- 1064 new words added
Pat/2015/08936661 --- 2038.3059243043265 minutes --- 704 new words added
Pat/2015/08936662 --- 3057.517364688714 minutes --- 290 new words added
Pat/2015/08936663 --- 4076.8276017785074 minutes --- 788 new words added
Pat/2015/08936664 --- 5096.261064596971 minutes --- 692 new words added
Pat/2015/08936665 --- 6115.718838497003 minutes --- 97 new words added
Pat/2015/08936666 --- 7135.214787868658 minutes --- 142 new words added
Pat/2015/08936667 --- 8154.775224626064 minutes --- 219 new words added
Pat/2015/08936668 --- 9174.562371055285 minutes --- 683 new words added
Pat/2015/08936669 --- 10194.394812055429 minutes --- 104 new words added
Pat/2015/08936670 --- 11214.27625729243 minutes --- 105 new words added
Pat/2015/08936671 --- 12234.230336415767 minutes --- 111 new words added
Pat/2015/08936672 --- 13254.356760354836 minutes --- 335 new words added
Pat/2015/08936673 --- 14274.666594513257 minutes --- 315 new words added
Pat/2015/08936674 --- 15295.097457702954 minutes --- 185 new words added
Pat/2015/08936675 --- 16315.669290041924 minutes --- 202 new words added
Pat/2015/08936676 --- 17336.451060668627 minutes --- 279 new words added
Pat/2015/08936677 --- 18357.39498940706 minutes --- 195 new words added
Pat/2015/08936678 --- 19378.423003482818 minutes --- 90 new words added
Pat/2015/08936679 --- 20399.566310048103 minutes --- 119 new words added
Pat/2015/08936680 --- 21420.898898939293 minutes --- 185 new words added
Pat/2015/08936681 --- 22442.461371103924 minutes --- 199 new words added
Pat/2015/08936682 --- 23464.165329198044 minutes --- 120 new words added
Pat/2015/08936683 --- 24486.094273018836 minutes --- 189 new words added
Pat/2015/08936684 --- 25508.14169745048 minutes --- 90 new words added
Pat/2015/08936685 --- 26530.286797900993 minutes --- 69 new words added
Pat/2015/08936686 --- 27552.59411797921 minutes --- 115 new words added
Pat/2015/08936687 --- 28575.039694356918 minutes --- 92 new words added
Pat/2015/08936688 --- 29597.585630456608 minutes --- 63 new words added
Pat/2015/08936689 --- 30620.336970273653 minutes --- 131 new words added
Pat/2015/08936690 --- 31643.356531588237 minutes --- 164 new words added
Pat/2015/08936691 --- 32666.60870808363 minutes --- 125 new words added
Pat/2015/08936692 --- 33690.22254979213 minutes --- 203 new words added
Pat/2015/08936693 --- 34714.04344333013 minutes --- 108 new words added
Pat/2015/08936694 --- 35738.295540114246 minutes --- 222 new words added
Pat/2015/08936695 --- 36762.79885692596 minutes --- 121 new words added
Pat/2015/08936696 --- 37787.5857540528 minutes --- 132 new words added
Pat/2015/08936697 --- 38813.30346368949 minutes --- 424 new words added
Pat/2015/08936698 --- 39839.40089495182 minutes --- 161 new words added
Pat/2015/08936699 --- 40866.0562668244 minutes --- 227 new words added
Pat/2015/08936700 --- 41893.005989746256 minutes --- 112 new words added
Pat/2015/08936701 --- 42920.46944848299 minutes --- 186 new words added
Pat/2015/08936702 --- 43948.10493356784 minutes --- 59 new words added
Pat/2015/08936703 --- 44976.008231592175 minutes --- 92 new words added
Pat/2015/08936704 --- 46004.19684440692 minutes --- 95 new words added
Pat/2015/08936705 --- 47032.953813517095 minutes --- 186 new words added
Pat/2015/08936706 --- 48061.87811052402 minutes --- 50 new words added
Pat/2015/08936707 --- 49091.024605794744 minutes --- 66 new words added
Pat/2015/08936708 --- 50120.97520734867 minutes --- 244 new words added
Pat/2015/08936709 --- 51151.457180627185 minutes --- 153 new words added
Pat/2015/08936710 --- 52182.086570739746 minutes --- 38 new words added
Pat/2015/08936711 --- 53213.072332561016 minutes --- 91 new words added
