PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08927724 --- 233.54170782168706 minutes --- 2015 new words added
Pat/2015/08927725 --- 467.1281045357386 minutes --- 1288 new words added
Pat/2015/08927726 --- 700.7458825151126 minutes --- 855 new words added
Pat/2015/08927727 --- 934.3839729070663 minutes --- 441 new words added
Pat/2015/08927728 --- 1168.0713650504747 minutes --- 851 new words added
Pat/2015/08927729 --- 1401.9786313056945 minutes --- 2549 new words added
Pat/2015/08927730 --- 1635.9124014894167 minutes --- 233 new words added
Pat/2015/08927731 --- 1869.8722531636556 minutes --- 196 new words added
Pat/2015/08927732 --- 2103.8694200634955 minutes --- 261 new words added
Pat/2015/08927733 --- 2338.0207547386485 minutes --- 944 new words added
Pat/2015/08927734 --- 2572.1864132761957 minutes --- 76 new words added
Pat/2015/08927735 --- 2806.3841694712637 minutes --- 72 new words added
Pat/2015/08927736 --- 3040.670418214798 minutes --- 412 new words added
Pat/2015/08927737 --- 3274.9880312283835 minutes --- 129 new words added
Pat/2015/08927738 --- 3509.4427745501202 minutes --- 539 new words added
Pat/2015/08927739 --- 3743.9672708233197 minutes --- 247 new words added
Pat/2015/08927740 --- 3978.5318959991137 minutes --- 133 new words added
Pat/2015/08927741 --- 4213.180790074666 minutes --- 263 new words added
Pat/2015/08927742 --- 4447.869007885456 minutes --- 113 new words added
Pat/2015/08927743 --- 4682.583369441827 minutes --- 69 new words added
Pat/2015/08927744 --- 4917.394099704425 minutes --- 254 new words added
Pat/2015/08927745 --- 5152.400426765283 minutes --- 451 new words added
Pat/2015/08927746 --- 5387.497809692224 minutes --- 215 new words added
Pat/2015/08927747 --- 5622.978423297405 minutes --- 838 new words added
Pat/2015/08927748 --- 5858.550234131018 minutes --- 181 new words added
Pat/2015/08927749 --- 6094.254190969467 minutes --- 248 new words added
Pat/2015/08927750 --- 6330.178852343559 minutes --- 393 new words added
Pat/2015/08927751 --- 6566.214572505156 minutes --- 188 new words added
Pat/2015/08927752 --- 6802.288915201028 minutes --- 62 new words added
Pat/2015/08927753 --- 7038.404290533066 minutes --- 64 new words added
Pat/2015/08927754 --- 7274.576373577118 minutes --- 85 new words added
Pat/2015/08927755 --- 7510.806978456179 minutes --- 60 new words added
Pat/2015/08927756 --- 7747.118896106879 minutes --- 115 new words added
Pat/2015/08927757 --- 7983.6223370512325 minutes --- 263 new words added
Pat/2015/08927758 --- 8220.168404046695 minutes --- 56 new words added
Pat/2015/08927759 --- 8456.784595501424 minutes --- 90 new words added
Pat/2015/08927760 --- 8693.536727484066 minutes --- 160 new words added
Pat/2015/08927761 --- 8930.897687431176 minutes --- 724 new words added
Pat/2015/08927762 --- 9168.286926941077 minutes --- 31 new words added
Pat/2015/08927763 --- 9405.7591426452 minutes --- 91 new words added
Pat/2015/08927764 --- 9643.330347800254 minutes --- 103 new words added
