PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08926720 --- 22.449386326471963 minutes --- 627 new words added
Pat/2015/08926721 --- 44.92521299123764 minutes --- 953 new words added
Pat/2015/08926722 --- 67.40645868380865 minutes --- 323 new words added
Pat/2015/08926723 --- 89.89350593487421 minutes --- 263 new words added
Pat/2015/08926724 --- 112.3853839079539 minutes --- 180 new words added
Pat/2015/08926725 --- 134.8813924352328 minutes --- 129 new words added
Pat/2015/08926726 --- 157.38869533141454 minutes --- 252 new words added
Pat/2015/08926727 --- 179.91058116753896 minutes --- 330 new words added
Pat/2015/08926728 --- 202.4436159491539 minutes --- 213 new words added
Pat/2015/08926729 --- 224.9808877070745 minutes --- 70 new words added
Pat/2015/08926730 --- 247.53391490777332 minutes --- 238 new words added
Pat/2015/08926731 --- 270.1726839105288 minutes --- 816 new words added
Pat/2015/08926732 --- 292.9549548943838 minutes --- 1280 new words added
Pat/2015/08926733 --- 315.8234484910965 minutes --- 637 new words added
Pat/2015/08926734 --- 338.712252386411 minutes --- 132 new words added
Pat/2015/08926735 --- 361.6256591598193 minutes --- 148 new words added
Pat/2015/08926736 --- 384.72096511920296 minutes --- 970 new words added
Pat/2015/08926737 --- 407.8532255649567 minutes --- 174 new words added
Pat/2015/08926738 --- 431.0242005149523 minutes --- 162 new words added
Pat/2015/08926739 --- 454.23652369181315 minutes --- 167 new words added
Pat/2015/08926740 --- 477.53060686190923 minutes --- 308 new words added
Pat/2015/08926741 --- 500.90594003200533 minutes --- 227 new words added
Pat/2015/08926742 --- 524.3572971304258 minutes --- 249 new words added
Pat/2015/08926743 --- 547.9318320155144 minutes --- 380 new words added
Pat/2015/08926744 --- 571.5843597531318 minutes --- 223 new words added
Pat/2015/08926745 --- 595.2714096784591 minutes --- 93 new words added
Pat/2015/08926746 --- 619.0314751148223 minutes --- 191 new words added
Pat/2015/08926747 --- 642.8445982734362 minutes --- 131 new words added
Pat/2015/08926748 --- 666.7264000693957 minutes --- 163 new words added
Pat/2015/08926749 --- 690.7201719045639 minutes --- 248 new words added
Pat/2015/08926750 --- 714.804591457049 minutes --- 194 new words added
Pat/2015/08926751 --- 738.9253588914871 minutes --- 39 new words added
Pat/2015/08926752 --- 763.0954891562462 minutes --- 98 new words added
Pat/2015/08926753 --- 787.3338254173597 minutes --- 130 new words added
Pat/2015/08926754 --- 811.6180339892705 minutes --- 84 new words added
Pat/2015/08926755 --- 835.9794092734654 minutes --- 138 new words added
Pat/2015/08926756 --- 860.3838060180346 minutes --- 73 new words added
Pat/2015/08926757 --- 884.841093369325 minutes --- 87 new words added
Pat/2015/08926758 --- 909.3310076673826 minutes --- 51 new words added
Pat/2015/08926759 --- 933.8983895222347 minutes --- 119 new words added
Pat/2015/08926760 --- 958.5371114134789 minutes --- 108 new words added
Pat/2015/08926761 --- 983.2430295467377 minutes --- 72 new words added
Pat/2015/08926762 --- 1007.9833931763967 minutes --- 48 new words added
Pat/2015/08926763 --- 1032.7797904054323 minutes --- 76 new words added
Pat/2015/08926764 --- 1057.6754158218703 minutes --- 133 new words added
Pat/2015/08926765 --- 1082.6246614336967 minutes --- 69 new words added
Pat/2015/08926766 --- 1107.6416980226834 minutes --- 87 new words added
Pat/2015/08926767 --- 1132.699155751864 minutes --- 50 new words added
Pat/2015/08926768 --- 1157.7916145563127 minutes --- 42 new words added
Pat/2015/08926769 --- 1182.9171634197235 minutes --- 39 new words added
Pat/2015/08926770 --- 1208.089134156704 minutes --- 54 new words added
Pat/2015/08926771 --- 1233.373279050986 minutes --- 109 new words added
Pat/2015/08926772 --- 1258.7340647021929 minutes --- 85 new words added
Pat/2015/08926773 --- 1284.1366444071134 minutes --- 44 new words added
Pat/2015/08926774 --- 1309.5803981383642 minutes --- 43 new words added
Pat/2015/08926775 --- 1335.0661747058232 minutes --- 42 new words added
Pat/2015/08926776 --- 1360.7432901422183 minutes --- 175 new words added
Pat/2015/08926777 --- 1386.5313589453697 minutes --- 110 new words added
Pat/2015/08926778 --- 1412.3469656268755 minutes --- 26 new words added
Pat/2015/08926779 --- 1438.242937274774 minutes --- 76 new words added
Pat/2015/08926780 --- 1464.1998217105865 minutes --- 57 new words added
Pat/2015/08926781 --- 1490.2328723589578 minutes --- 54 new words added
Pat/2015/08926782 --- 1516.3892738143602 minutes --- 112 new words added
Pat/2015/08926783 --- 1542.7051592032115 minutes --- 142 new words added
Pat/2015/08926784 --- 1569.1878175258637 minutes --- 119 new words added
Pat/2015/08926785 --- 1595.7837454001108 minutes --- 81 new words added
Pat/2015/08926786 --- 1622.4309445500373 minutes --- 41 new words added
Pat/2015/08926787 --- 1649.1782446662585 minutes --- 81 new words added
Pat/2015/08926788 --- 1675.9936006824175 minutes --- 54 new words added
Pat/2015/08926789 --- 1702.8875701387724 minutes --- 61 new words added
Pat/2015/08926790 --- 1729.864624218146 minutes --- 64 new words added
Pat/2015/08926791 --- 1756.946528017521 minutes --- 64 new words added
Pat/2015/08926792 --- 1784.1080877105394 minutes --- 59 new words added
Pat/2015/08926793 --- 1811.527681628863 minutes --- 187 new words added
Pat/2015/08926794 --- 1839.1881678581237 minutes --- 171 new words added
Pat/2015/08926795 --- 1866.9072606643042 minutes --- 40 new words added
Pat/2015/08926796 --- 1894.9459546645483 minutes --- 219 new words added
Pat/2015/08926797 --- 1923.2692339301109 minutes --- 190 new words added
Pat/2015/08926798 --- 1951.7088855306308 minutes --- 75 new words added
