PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08927422 --- 83.8494094967842 minutes --- 791 new words added
Pat/2015/08927423 --- 167.72065018415452 minutes --- 458 new words added
Pat/2015/08927424 --- 251.593406132857 minutes --- 111 new words added
Pat/2015/08927425 --- 335.4663354118665 minutes --- 6 new words added
Pat/2015/08927426 --- 419.34486842155457 minutes --- 297 new words added
Pat/2015/08927427 --- 503.22762522300087 minutes --- 177 new words added
Pat/2015/08927428 --- 587.1220406770706 minutes --- 397 new words added
Pat/2015/08927429 --- 671.0301294883092 minutes --- 367 new words added
Pat/2015/08927430 --- 754.9537912289302 minutes --- 338 new words added
Pat/2015/08927431 --- 838.8815247138341 minutes --- 75 new words added
Pat/2015/08927432 --- 922.815635629495 minutes --- 93 new words added
Pat/2015/08927433 --- 1006.7714158455531 minutes --- 76 new words added
Pat/2015/08927434 --- 1090.7751733462017 minutes --- 641 new words added
Pat/2015/08927435 --- 1174.8107864220938 minutes --- 343 new words added
Pat/2015/08927436 --- 1258.853670903047 minutes --- 70 new words added
Pat/2015/08927437 --- 1342.9230796575546 minutes --- 205 new words added
Pat/2015/08927438 --- 1427.0153886357944 minutes --- 182 new words added
Pat/2015/08927439 --- 1511.1365196069082 minutes --- 209 new words added
Pat/2015/08927440 --- 1595.2880319833755 minutes --- 208 new words added
Pat/2015/08927441 --- 1679.452041788896 minutes --- 80 new words added
Pat/2015/08927442 --- 1763.6381520112357 minutes --- 123 new words added
Pat/2015/08927443 --- 1847.9574302991232 minutes --- 636 new words added
Pat/2015/08927444 --- 1932.2947142839432 minutes --- 89 new words added
Pat/2015/08927445 --- 2016.6729858438173 minutes --- 184 new words added
Pat/2015/08927446 --- 2101.0896124680835 minutes --- 169 new words added
Pat/2015/08927447 --- 2185.5344727039337 minutes --- 113 new words added
Pat/2015/08927448 --- 2270.0681267817813 minutes --- 316 new words added
Pat/2015/08927449 --- 2354.6175513068833 minutes --- 57 new words added
Pat/2015/08927450 --- 2439.2057708740235 minutes --- 133 new words added
Pat/2015/08927451 --- 2523.8280923167863 minutes --- 112 new words added
Pat/2015/08927452 --- 2608.571592772007 minutes --- 381 new words added
Pat/2015/08927453 --- 2693.431851263841 minutes --- 286 new words added
Pat/2015/08927454 --- 2778.320642920335 minutes --- 73 new words added
Pat/2015/08927455 --- 2863.2790039459865 minutes --- 182 new words added
Pat/2015/08927456 --- 2948.301621190707 minutes --- 147 new words added
Pat/2015/08927457 --- 3033.409779671828 minutes --- 206 new words added
Pat/2015/08927458 --- 3118.821871825059 minutes --- 667 new words added
Pat/2015/08927459 --- 3204.3764050602913 minutes --- 277 new words added
Pat/2015/08927460 --- 3290.49576202631 minutes --- 1016 new words added
Pat/2015/08927461 --- 3376.6901315251985 minutes --- 120 new words added
Pat/2015/08927462 --- 3463.126067177455 minutes --- 390 new words added
Pat/2015/08927463 --- 3549.748931888739 minutes --- 259 new words added
Pat/2015/08927464 --- 3636.553261554241 minutes --- 262 new words added
Pat/2015/08927465 --- 3723.620403500398 minutes --- 363 new words added
Pat/2015/08927466 --- 3810.823917321364 minutes --- 169 new words added
Pat/2015/08927467 --- 3898.058252676328 minutes --- 39 new words added
Pat/2015/08927468 --- 3985.4498782078426 minutes --- 178 new words added
Pat/2015/08927469 --- 4073.1237348198893 minutes --- 326 new words added
Pat/2015/08927470 --- 4160.998021062215 minutes --- 227 new words added
Pat/2015/08927471 --- 4249.193706850211 minutes --- 355 new words added
Pat/2015/08927472 --- 4337.773125350475 minutes --- 412 new words added
Pat/2015/08927473 --- 4426.405098080635 minutes --- 36 new words added
Pat/2015/08927474 --- 4515.171121017138 minutes --- 136 new words added
Pat/2015/08927475 --- 4604.454557434718 minutes --- 505 new words added
Pat/2015/08927476 --- 4693.89291630586 minutes --- 145 new words added
Pat/2015/08927477 --- 4783.466857266426 minutes --- 123 new words added
Pat/2015/08927478 --- 4873.253912703196 minutes --- 189 new words added
Pat/2015/08927479 --- 4963.254348866145 minutes --- 185 new words added
Pat/2015/08927480 --- 5053.404891212781 minutes --- 125 new words added
Pat/2015/08927481 --- 5144.113493144512 minutes --- 457 new words added
Pat/2015/08927482 --- 5234.987604184946 minutes --- 131 new words added
Pat/2015/08927483 --- 5326.5669768730795 minutes --- 526 new words added
Pat/2015/08927484 --- 5419.036047406991 minutes --- 647 new words added
Pat/2015/08927485 --- 5512.541728758812 minutes --- 716 new words added
Pat/2015/08927486 --- 5606.697374399503 minutes --- 425 new words added
Pat/2015/08927487 --- 5702.023565681776 minutes --- 736 new words added
Pat/2015/08927488 --- 5799.275652225812 minutes --- 1135 new words added
Pat/2015/08927489 --- 5896.949529651801 minutes --- 236 new words added
Pat/2015/08927490 --- 5996.263383146127 minutes --- 879 new words added
Pat/2015/08927491 --- 6095.985301649571 minutes --- 210 new words added
Pat/2015/08927492 --- 6196.008787771066 minutes --- 146 new words added
Pat/2015/08927493 --- 6296.646003540357 minutes --- 286 new words added
Pat/2015/08927495 --- 6397.666200331847 minutes --- 179 new words added
Pat/2015/08927496 --- 6499.071447360516 minutes --- 180 new words added
Pat/2015/08927497 --- 6601.454116261006 minutes --- 442 new words added
Pat/2015/08927498 --- 6704.477769700686 minutes --- 280 new words added
Pat/2015/08927499 --- 6807.669877056281 minutes --- 73 new words added
Pat/2015/08927500 --- 6912.408336075147 minutes --- 644 new words added
Pat/2015/08927501 --- 7018.399232693513 minutes --- 516 new words added
Pat/2015/08927502 --- 7125.978625619411 minutes --- 633 new words added
Pat/2015/08927503 --- 7234.384657255809 minutes --- 321 new words added
Pat/2015/08927504 --- 7343.4383947928745 minutes --- 239 new words added
Pat/2015/08927505 --- 7453.183199735483 minutes --- 255 new words added
Pat/2015/08927506 --- 7563.588972612222 minutes --- 237 new words added
Pat/2015/08927507 --- 7675.834210252762 minutes --- 645 new words added
Pat/2015/08927508 --- 7788.912189424038 minutes --- 283 new words added
Pat/2015/08927509 --- 7903.903050565719 minutes --- 634 new words added
Pat/2015/08927510 --- 8021.415108116468 minutes --- 805 new words added
Pat/2015/08927511 --- 8140.458740953604 minutes --- 469 new words added
Pat/2015/08927512 --- 8260.207817403476 minutes --- 208 new words added
Pat/2015/08927513 --- 8381.66676229636 minutes --- 494 new words added
Pat/2015/08927514 --- 8504.62802085479 minutes --- 420 new words added
Pat/2015/08927515 --- 8629.550879498323 minutes --- 545 new words added
Pat/2015/08927516 --- 8755.0697352012 minutes --- 161 new words added
Pat/2015/08927517 --- 8881.125095228354 minutes --- 144 new words added
Pat/2015/08927518 --- 9007.647026483219 minutes --- 123 new words added
Pat/2015/08927519 --- 9134.732841201623 minutes --- 146 new words added
Pat/2015/08927520 --- 9262.522067824999 minutes --- 180 new words added
Pat/2015/08927521 --- 9391.460336144764 minutes --- 289 new words added
Pat/2015/08927522 --- 9522.289317866167 minutes --- 466 new words added
