PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08935357 --- 620.4967892924944 minutes --- 1028 new words added
Pat/2015/08935358 --- 1241.0890108585359 minutes --- 1171 new words added
Pat/2015/08935359 --- 1861.761722457409 minutes --- 660 new words added
Pat/2015/08935360 --- 2482.482377572854 minutes --- 290 new words added
Pat/2015/08935361 --- 3103.357776816686 minutes --- 783 new words added
Pat/2015/08935362 --- 3724.2996362050376 minutes --- 257 new words added
Pat/2015/08935363 --- 4345.3148894429205 minutes --- 250 new words added
Pat/2015/08935364 --- 4966.4277926882105 minutes --- 281 new words added
Pat/2015/08935365 --- 5587.658673608303 minutes --- 304 new words added
Pat/2015/08935366 --- 6209.007314463456 minutes --- 257 new words added
Pat/2015/08935367 --- 6830.62885915041 minutes --- 558 new words added
Pat/2015/08935368 --- 7452.383968396982 minutes --- 200 new words added
Pat/2015/08935369 --- 8074.187552316984 minutes --- 70 new words added
Pat/2015/08935370 --- 8696.035475182533 minutes --- 59 new words added
Pat/2015/08935371 --- 9317.940274512768 minutes --- 73 new words added
Pat/2015/08935372 --- 9939.915786616008 minutes --- 88 new words added
Pat/2015/08935373 --- 10561.98680211703 minutes --- 113 new words added
Pat/2015/08935374 --- 11184.153541771571 minutes --- 107 new words added
Pat/2015/08935375 --- 11806.583481001853 minutes --- 290 new words added
Pat/2015/08935376 --- 12429.114016127587 minutes --- 98 new words added
Pat/2015/08935377 --- 13051.729653426011 minutes --- 76 new words added
Pat/2015/08935378 --- 13674.429483739535 minutes --- 56 new words added
Pat/2015/08935379 --- 14297.330389678478 minutes --- 176 new words added
Pat/2015/08935380 --- 14920.372342248758 minutes --- 114 new words added
Pat/2015/08935381 --- 15543.719317074616 minutes --- 241 new words added
Pat/2015/08935382 --- 16167.186350361506 minutes --- 85 new words added
Pat/2015/08935383 --- 16790.77388435205 minutes --- 81 new words added
Pat/2015/08935384 --- 17414.65504638354 minutes --- 200 new words added
Pat/2015/08935385 --- 18038.613931636017 minutes --- 46 new words added
Pat/2015/08935386 --- 18662.815876921017 minutes --- 150 new words added
Pat/2015/08935387 --- 19287.114832524458 minutes --- 52 new words added
Pat/2015/08935388 --- 19911.548088951906 minutes --- 64 new words added
Pat/2015/08935389 --- 20536.26932152907 minutes --- 159 new words added
Pat/2015/08935390 --- 21161.125326883794 minutes --- 68 new words added
Pat/2015/08935391 --- 21786.069546413422 minutes --- 41 new words added
Pat/2015/08935392 --- 22411.191724348068 minutes --- 86 new words added
Pat/2015/08935393 --- 23036.475287878515 minutes --- 75 new words added
Pat/2015/08935394 --- 23662.04797752301 minutes --- 134 new words added
Pat/2015/08935395 --- 24287.70820636352 minutes --- 35 new words added
Pat/2015/08935396 --- 24913.60374985536 minutes --- 101 new words added
Pat/2015/08935397 --- 25539.626000607015 minutes --- 50 new words added
Pat/2015/08935398 --- 26165.913628733157 minutes --- 101 new words added
Pat/2015/08935399 --- 26793.105334468684 minutes --- 363 new words added
Pat/2015/08935400 --- 27420.60173316002 minutes --- 114 new words added
Pat/2015/08935401 --- 28048.23107612928 minutes --- 45 new words added
Pat/2015/08935402 --- 28675.977350199224 minutes --- 38 new words added
Pat/2015/08935403 --- 29303.85636953513 minutes --- 43 new words added
Pat/2015/08935404 --- 29931.934368550777 minutes --- 64 new words added
Pat/2015/08935405 --- 30560.180590911707 minutes --- 52 new words added
Pat/2015/08935406 --- 31188.54043852488 minutes --- 33 new words added
Pat/2015/08935407 --- 31817.04980500539 minutes --- 44 new words added
Pat/2015/08935408 --- 32445.745326729615 minutes --- 49 new words added
Pat/2015/08935409 --- 33074.487854536375 minutes --- 10 new words added
Pat/2015/08935410 --- 33703.31976962884 minutes --- 23 new words added
Pat/2015/08935411 --- 34332.388541766006 minutes --- 66 new words added
Pat/2015/08935412 --- 34961.717556083204 minutes --- 72 new words added
Pat/2015/08935413 --- 35591.17390458584 minutes --- 32 new words added
Pat/2015/08935414 --- 36221.187381919226 minutes --- 150 new words added
Pat/2015/08935415 --- 36851.30955507358 minutes --- 25 new words added
Pat/2015/08935416 --- 37481.63385102749 minutes --- 49 new words added
Pat/2015/08935417 --- 38112.127387169996 minutes --- 40 new words added
Pat/2015/08935418 --- 38743.696543769045 minutes --- 263 new words added
Pat/2015/08935419 --- 39375.371599074206 minutes --- 22 new words added
Pat/2015/08935420 --- 40007.49435037772 minutes --- 104 new words added
Pat/2015/08935421 --- 40640.44562974771 minutes --- 190 new words added
Pat/2015/08935422 --- 41273.79651644627 minutes --- 87 new words added
Pat/2015/08935423 --- 41908.12611211936 minutes --- 212 new words added
Pat/2015/08935424 --- 42542.654880253474 minutes --- 39 new words added
Pat/2015/08935425 --- 43177.98236577511 minutes --- 164 new words added
Pat/2015/08935426 --- 43813.79908024073 minutes --- 97 new words added
Pat/2015/08935427 --- 44449.72861127456 minutes --- 19 new words added
Pat/2015/08935428 --- 45086.29806097349 minutes --- 119 new words added
Pat/2015/08935429 --- 45724.19336037636 minutes --- 251 new words added
Pat/2015/08935430 --- 46362.267823882896 minutes --- 30 new words added
Pat/2015/08935431 --- 47000.999481618404 minutes --- 117 new words added
Pat/2015/08935432 --- 47640.1572060744 minutes --- 73 new words added
Pat/2015/08935433 --- 48279.52806397279 minutes --- 34 new words added
Pat/2015/08935434 --- 48919.06846464475 minutes --- 26 new words added
Pat/2015/08935435 --- 49559.12894894282 minutes --- 86 new words added
Pat/2015/08935436 --- 50199.53765398661 minutes --- 55 new words added
Pat/2015/08935437 --- 50840.36901967923 minutes --- 67 new words added
Pat/2015/08935438 --- 51481.84447984298 minutes --- 99 new words added
Pat/2015/08935439 --- 52123.78875630697 minutes --- 72 new words added
Pat/2015/08935440 --- 52766.87685117324 minutes --- 176 new words added
Pat/2015/08935441 --- 53410.252710358305 minutes --- 41 new words added
Pat/2015/08935442 --- 54053.74753090938 minutes --- 15 new words added
Pat/2015/08935443 --- 54697.54442342123 minutes --- 42 new words added
Pat/2015/08935444 --- 55341.84562453826 minutes --- 71 new words added
Pat/2015/08935445 --- 55986.30608826081 minutes --- 20 new words added
Pat/2015/08935446 --- 56631.69621221224 minutes --- 130 new words added
Pat/2015/08935447 --- 57277.47748906612 minutes --- 52 new words added
Pat/2015/08935448 --- 57923.52841321627 minutes --- 32 new words added
Pat/2015/08935449 --- 58569.85004505714 minutes --- 34 new words added
Pat/2015/08935450 --- 59217.04439297914 minutes --- 115 new words added
Pat/2015/08935451 --- 59864.3204795599 minutes --- 8 new words added
Pat/2015/08935452 --- 60511.748449762665 minutes --- 17 new words added
Pat/2015/08935453 --- 61159.77649188042 minutes --- 75 new words added
Pat/2015/08935454 --- 61808.069843717414 minutes --- 31 new words added
Pat/2015/08935455 --- 62456.65582063993 minutes --- 34 new words added
Pat/2015/08935456 --- 63105.737613070014 minutes --- 59 new words added
