PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08930741 --- 474.02391268014907 minutes --- 559 new words added
Pat/2015/08930742 --- 948.067983007431 minutes --- 393 new words added
Pat/2015/08930743 --- 1422.11799604098 minutes --- 497 new words added
Pat/2015/08930744 --- 1896.1737332940102 minutes --- 324 new words added
Pat/2015/08930745 --- 2370.2393203934034 minutes --- 418 new words added
Pat/2015/08930746 --- 2844.3108881314597 minutes --- 197 new words added
Pat/2015/08930747 --- 3318.3939014434814 minutes --- 287 new words added
Pat/2015/08930748 --- 3792.482676756382 minutes --- 131 new words added
Pat/2015/08930749 --- 4266.576850974559 minutes --- 105 new words added
Pat/2015/08930750 --- 4740.672068997224 minutes --- 1 new words added
Pat/2015/08930751 --- 5214.776137018203 minutes --- 152 new words added
Pat/2015/08930752 --- 5688.915153137843 minutes --- 281 new words added
Pat/2015/08930753 --- 6163.068597726027 minutes --- 193 new words added
Pat/2015/08930754 --- 6637.242381592591 minutes --- 233 new words added
Pat/2015/08930755 --- 7111.424323924382 minutes --- 87 new words added
Pat/2015/08930756 --- 7585.618805273374 minutes --- 125 new words added
Pat/2015/08930757 --- 8059.819421505928 minutes --- 56 new words added
Pat/2015/08930758 --- 8534.04656276703 minutes --- 231 new words added
Pat/2015/08930759 --- 9008.289781932037 minutes --- 122 new words added
Pat/2015/08930760 --- 9482.558560931682 minutes --- 188 new words added
Pat/2015/08930761 --- 9956.841837743917 minutes --- 99 new words added
Pat/2015/08930762 --- 10431.160573005676 minutes --- 115 new words added
Pat/2015/08930763 --- 10905.554475871722 minutes --- 431 new words added
Pat/2015/08930764 --- 11379.976925476392 minutes --- 150 new words added
Pat/2015/08930765 --- 11854.420417614778 minutes --- 106 new words added
Pat/2015/08930766 --- 12328.890312043826 minutes --- 126 new words added
Pat/2015/08930767 --- 12803.395924826464 minutes --- 160 new words added
Pat/2015/08930768 --- 13277.921072026094 minutes --- 83 new words added
Pat/2015/08930769 --- 13752.474242230257 minutes --- 113 new words added
Pat/2015/08930770 --- 14227.048537973564 minutes --- 81 new words added
Pat/2015/08930771 --- 14701.641386020183 minutes --- 67 new words added
Pat/2015/08930772 --- 15176.27990051508 minutes --- 98 new words added
Pat/2015/08930773 --- 15650.934893894195 minutes --- 55 new words added
Pat/2015/08930774 --- 16125.620489827792 minutes --- 100 new words added
Pat/2015/08930775 --- 16600.335602696738 minutes --- 93 new words added
Pat/2015/08930776 --- 17075.06508910656 minutes --- 43 new words added
Pat/2015/08930777 --- 17549.80967007478 minutes --- 42 new words added
