PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08936157 --- 854.9017835418383 minutes --- 893 new words added
Pat/2015/08936158 --- 1709.8328445394834 minutes --- 241 new words added
Pat/2015/08936159 --- 2564.8236805001893 minutes --- 839 new words added
Pat/2015/08936160 --- 3419.895447007815 minutes --- 665 new words added
Pat/2015/08936161 --- 4274.9929058114685 minutes --- 147 new words added
Pat/2015/08936162 --- 5130.161411722501 minutes --- 382 new words added
Pat/2015/08936163 --- 5985.410036997 minutes --- 357 new words added
Pat/2015/08936164 --- 6840.726324677467 minutes --- 247 new words added
Pat/2015/08936165 --- 7696.072845196724 minutes --- 89 new words added
Pat/2015/08936166 --- 8551.453792715072 minutes --- 96 new words added
Pat/2015/08936167 --- 9406.923495193323 minutes --- 236 new words added
Pat/2015/08936168 --- 10262.449360966682 minutes --- 88 new words added
Pat/2015/08936169 --- 11117.994627686341 minutes --- 36 new words added
Pat/2015/08936170 --- 11973.588516489664 minutes --- 95 new words added
Pat/2015/08936171 --- 12829.25144716104 minutes --- 133 new words added
Pat/2015/08936172 --- 13684.95035661459 minutes --- 59 new words added
Pat/2015/08936173 --- 14540.989953811963 minutes --- 578 new words added
Pat/2015/08936174 --- 15397.071386547883 minutes --- 55 new words added
Pat/2015/08936175 --- 16253.258191688856 minutes --- 145 new words added
Pat/2015/08936176 --- 17109.581797444822 minutes --- 175 new words added
Pat/2015/08936177 --- 17965.976566596826 minutes --- 81 new words added
Pat/2015/08936178 --- 18822.491760265828 minutes --- 116 new words added
Pat/2015/08936179 --- 19679.081086575985 minutes --- 77 new words added
Pat/2015/08936180 --- 20535.711320408187 minutes --- 37 new words added
Pat/2015/08936181 --- 21392.410644960404 minutes --- 64 new words added
Pat/2015/08936182 --- 22249.261840295792 minutes --- 144 new words added
Pat/2015/08936183 --- 23106.214411767323 minutes --- 88 new words added
Pat/2015/08936184 --- 23963.287670326234 minutes --- 101 new words added
Pat/2015/08936185 --- 24820.487550866605 minutes --- 102 new words added
Pat/2015/08936186 --- 25677.917868081728 minutes --- 182 new words added
Pat/2015/08936187 --- 26535.392920839786 minutes --- 28 new words added
Pat/2015/08936188 --- 27393.085806580384 minutes --- 144 new words added
Pat/2015/08936189 --- 28250.883848555884 minutes --- 69 new words added
Pat/2015/08936190 --- 29109.18547862768 minutes --- 336 new words added
Pat/2015/08936191 --- 29967.968199022613 minutes --- 299 new words added
Pat/2015/08936192 --- 30827.19550687472 minutes --- 259 new words added
Pat/2015/08936193 --- 31686.54319517215 minutes --- 63 new words added
Pat/2015/08936194 --- 32546.32842776378 minutes --- 232 new words added
Pat/2015/08936195 --- 33406.23931639195 minutes --- 60 new words added
Pat/2015/08936196 --- 34271.63730103969 minutes --- 2422 new words added
Pat/2015/08936197 --- 35137.189076391856 minutes --- 53 new words added
Pat/2015/08936198 --- 36002.955642318724 minutes --- 68 new words added
Pat/2015/08936199 --- 36868.96787070036 minutes --- 82 new words added
Pat/2015/08936200 --- 37735.150740404926 minutes --- 54 new words added
Pat/2015/08936201 --- 38601.61831286748 minutes --- 91 new words added
