PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08927321 --- 79.95869859059651 minutes --- 1193 new words added
Pat/2015/08927322 --- 159.94357175827025 minutes --- 651 new words added
Pat/2015/08927323 --- 239.93666866223018 minutes --- 395 new words added
Pat/2015/08927324 --- 319.93760573863983 minutes --- 268 new words added
Pat/2015/08927325 --- 399.94750523964564 minutes --- 232 new words added
Pat/2015/08927326 --- 479.9920111298561 minutes --- 821 new words added
Pat/2015/08927327 --- 560.0419391671817 minutes --- 103 new words added
Pat/2015/08927328 --- 640.1109935204188 minutes --- 325 new words added
Pat/2015/08927329 --- 720.1955624103546 minutes --- 226 new words added
Pat/2015/08927330 --- 800.2872082630794 minutes --- 92 new words added
Pat/2015/08927331 --- 880.3981126228969 minutes --- 224 new words added
Pat/2015/08927332 --- 960.5403532505036 minutes --- 152 new words added
Pat/2015/08927333 --- 1040.6946534315746 minutes --- 115 new words added
Pat/2015/08927334 --- 1120.8604994138082 minutes --- 103 new words added
Pat/2015/08927335 --- 1201.0419076283772 minutes --- 126 new words added
Pat/2015/08927336 --- 1281.2363067150116 minutes --- 99 new words added
Pat/2015/08927337 --- 1361.450508483251 minutes --- 131 new words added
Pat/2015/08927338 --- 1441.6820670207342 minutes --- 117 new words added
Pat/2015/08927339 --- 1521.9595472415288 minutes --- 289 new words added
Pat/2015/08927340 --- 1602.2508384863536 minutes --- 77 new words added
Pat/2015/08927341 --- 1682.5859365304311 minutes --- 231 new words added
Pat/2015/08927342 --- 1762.9537035862604 minutes --- 81 new words added
Pat/2015/08927343 --- 1843.3311919291814 minutes --- 46 new words added
Pat/2015/08927344 --- 1923.7354263583818 minutes --- 123 new words added
Pat/2015/08927345 --- 2004.1596842606862 minutes --- 87 new words added
Pat/2015/08927346 --- 2084.6288240909576 minutes --- 184 new words added
Pat/2015/08927347 --- 2165.13750209411 minutes --- 139 new words added
Pat/2015/08927348 --- 2245.7082038760186 minutes --- 228 new words added
Pat/2015/08927349 --- 2326.3220536748568 minutes --- 147 new words added
Pat/2015/08927350 --- 2406.9482541044554 minutes --- 40 new words added
Pat/2015/08927351 --- 2487.5929038206737 minutes --- 58 new words added
Pat/2015/08927352 --- 2568.2720556179684 minutes --- 51 new words added
Pat/2015/08927353 --- 2648.96783943971 minutes --- 49 new words added
Pat/2015/08927354 --- 2729.682561290264 minutes --- 54 new words added
Pat/2015/08927355 --- 2810.407025706768 minutes --- 26 new words added
Pat/2015/08927356 --- 2891.152361901601 minutes --- 56 new words added
Pat/2015/08927357 --- 2971.966351266702 minutes --- 179 new words added
Pat/2015/08927358 --- 3052.795802593231 minutes --- 38 new words added
Pat/2015/08927359 --- 3133.6560782790184 minutes --- 74 new words added
Pat/2015/08927361 --- 3214.5571948250135 minutes --- 95 new words added
Pat/2015/08927362 --- 3295.4835811535518 minutes --- 54 new words added
Pat/2015/08927363 --- 3376.4512344201407 minutes --- 52 new words added
Pat/2015/08927364 --- 3457.437561758359 minutes --- 38 new words added
Pat/2015/08927365 --- 3538.460112520059 minutes --- 72 new words added
Pat/2015/08927366 --- 3619.5143204847973 minutes --- 61 new words added
Pat/2015/08927367 --- 3700.6017896811168 minutes --- 63 new words added
Pat/2015/08927368 --- 3781.7285099864007 minutes --- 73 new words added
Pat/2015/08927369 --- 3862.8691476623217 minutes --- 24 new words added
Pat/2015/08927370 --- 3944.0307310740154 minutes --- 36 new words added
Pat/2015/08927371 --- 4025.216913910707 minutes --- 42 new words added
Pat/2015/08927372 --- 4106.418729507923 minutes --- 26 new words added
Pat/2015/08927373 --- 4187.653453894456 minutes --- 25 new words added
Pat/2015/08927374 --- 4268.9209344665205 minutes --- 53 new words added
Pat/2015/08927375 --- 4350.240376027426 minutes --- 82 new words added
Pat/2015/08927376 --- 4431.58218982617 minutes --- 34 new words added
Pat/2015/08927377 --- 4512.938232167562 minutes --- 21 new words added
Pat/2015/08927378 --- 4594.351798617839 minutes --- 86 new words added
Pat/2015/08927379 --- 4675.814776027202 minutes --- 72 new words added
Pat/2015/08927380 --- 4757.290257958571 minutes --- 17 new words added
Pat/2015/08927381 --- 4838.811091053486 minutes --- 63 new words added
Pat/2015/08927382 --- 4920.4290682474775 minutes --- 131 new words added
Pat/2015/08927383 --- 5002.233730228742 minutes --- 224 new words added
Pat/2015/08927384 --- 5084.061284621556 minutes --- 28 new words added
Pat/2015/08927385 --- 5165.914434826374 minutes --- 30 new words added
Pat/2015/08927386 --- 5247.781635423501 minutes --- 16 new words added
Pat/2015/08927387 --- 5329.671349688371 minutes --- 26 new words added
Pat/2015/08927388 --- 5411.592468671004 minutes --- 36 new words added
Pat/2015/08927389 --- 5493.53645970424 minutes --- 26 new words added
Pat/2015/08927390 --- 5575.542260050774 minutes --- 71 new words added
Pat/2015/08927391 --- 5657.579528355598 minutes --- 35 new words added
Pat/2015/08927392 --- 5739.70678797563 minutes --- 100 new words added
Pat/2015/08927393 --- 5821.965535203616 minutes --- 125 new words added
Pat/2015/08927394 --- 5904.267409527301 minutes --- 45 new words added
Pat/2015/08927395 --- 5986.617900117239 minutes --- 50 new words added
Pat/2015/08927396 --- 6069.02373093764 minutes --- 56 new words added
Pat/2015/08927397 --- 6151.471813901266 minutes --- 42 new words added
Pat/2015/08927398 --- 6233.994300715129 minutes --- 73 new words added
Pat/2015/08927399 --- 6316.536080257098 minutes --- 18 new words added
Pat/2015/08927400 --- 6399.180247398218 minutes --- 97 new words added
Pat/2015/08927401 --- 6481.853035561244 minutes --- 26 new words added
Pat/2015/08927402 --- 6564.574625047048 minutes --- 44 new words added
Pat/2015/08927403 --- 6647.40403059721 minutes --- 81 new words added
Pat/2015/08927404 --- 6730.387350686391 minutes --- 136 new words added
Pat/2015/08927405 --- 6813.4392680009205 minutes --- 59 new words added
Pat/2015/08927406 --- 6896.509778241317 minutes --- 15 new words added
Pat/2015/08927407 --- 6979.645369052887 minutes --- 54 new words added
Pat/2015/08927408 --- 7062.821683442593 minutes --- 33 new words added
Pat/2015/08927409 --- 7146.029327901205 minutes --- 25 new words added
Pat/2015/08927410 --- 7229.2893587629 minutes --- 42 new words added
Pat/2015/08927411 --- 7312.578000195821 minutes --- 22 new words added
Pat/2015/08927412 --- 7395.896985177199 minutes --- 23 new words added
Pat/2015/08927413 --- 7479.30673729976 minutes --- 56 new words added
Pat/2015/08927414 --- 7562.746345678966 minutes --- 22 new words added
Pat/2015/08927415 --- 7646.297558657328 minutes --- 84 new words added
Pat/2015/08927416 --- 7729.877121071021 minutes --- 20 new words added
Pat/2015/08927417 --- 7813.522964974244 minutes --- 48 new words added
Pat/2015/08927418 --- 7897.205891295274 minutes --- 26 new words added
Pat/2015/08927419 --- 7980.924606370926 minutes --- 25 new words added
