PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08932143 --- 561.2593800544739 minutes --- 789 new words added
Pat/2015/08932144 --- 1122.5417441765467 minutes --- 572 new words added
Pat/2015/08932145 --- 1683.8293537974357 minutes --- 344 new words added
Pat/2015/08932146 --- 2245.120586117109 minutes --- 165 new words added
Pat/2015/08932147 --- 2806.419934328397 minutes --- 332 new words added
Pat/2015/08932148 --- 3367.7247314929964 minutes --- 181 new words added
Pat/2015/08932149 --- 3929.0396771232286 minutes --- 282 new words added
Pat/2015/08932150 --- 4490.367457906405 minutes --- 298 new words added
Pat/2015/08932151 --- 5051.729058961074 minutes --- 611 new words added
Pat/2015/08932152 --- 5613.119070875645 minutes --- 424 new words added
Pat/2015/08932153 --- 6174.523530391852 minutes --- 185 new words added
Pat/2015/08932154 --- 6736.055826659997 minutes --- 1149 new words added
Pat/2015/08932155 --- 7297.617921332519 minutes --- 255 new words added
Pat/2015/08932156 --- 7859.210011283557 minutes --- 222 new words added
Pat/2015/08932157 --- 8420.83907093207 minutes --- 260 new words added
Pat/2015/08932158 --- 8982.475771677495 minutes --- 46 new words added
Pat/2015/08932159 --- 9544.120820856095 minutes --- 50 new words added
Pat/2015/08932160 --- 10105.779685759544 minutes --- 79 new words added
Pat/2015/08932161 --- 10667.453686932722 minutes --- 79 new words added
Pat/2015/08932162 --- 11229.13896453778 minutes --- 57 new words added
Pat/2015/08932163 --- 11790.843320556482 minutes --- 93 new words added
Pat/2015/08932164 --- 12352.594678831101 minutes --- 139 new words added
Pat/2015/08932165 --- 12914.40248188575 minutes --- 245 new words added
Pat/2015/08932166 --- 13476.234508395195 minutes --- 99 new words added
Pat/2015/08932167 --- 14038.088388216496 minutes --- 83 new words added
Pat/2015/08932168 --- 14599.959759744008 minutes --- 65 new words added
Pat/2015/08932169 --- 15161.843391092618 minutes --- 43 new words added
Pat/2015/08932170 --- 15723.744607750576 minutes --- 60 new words added
Pat/2015/08932171 --- 16285.659348138173 minutes --- 44 new words added
Pat/2015/08932172 --- 16847.594594780603 minutes --- 64 new words added
Pat/2015/08932173 --- 17409.54337580204 minutes --- 41 new words added
Pat/2015/08932174 --- 17971.517562639714 minutes --- 22 new words added
Pat/2015/08932175 --- 18533.50043224891 minutes --- 24 new words added
Pat/2015/08932176 --- 19095.51609938542 minutes --- 91 new words added
Pat/2015/08932177 --- 19657.55188450416 minutes --- 54 new words added
Pat/2015/08932178 --- 20219.6274447004 minutes --- 104 new words added
Pat/2015/08932179 --- 20781.940401661395 minutes --- 582 new words added
Pat/2015/08932180 --- 21344.264803504942 minutes --- 25 new words added
Pat/2015/08932181 --- 21906.648961440722 minutes --- 133 new words added
Pat/2015/08932182 --- 22469.067327197394 minutes --- 71 new words added
Pat/2015/08932183 --- 23031.558336261907 minutes --- 147 new words added
Pat/2015/08932184 --- 23594.62619161606 minutes --- 1045 new words added
Pat/2015/08932185 --- 24157.71725882292 minutes --- 39 new words added
Pat/2015/08932186 --- 24720.896510942777 minutes --- 147 new words added
Pat/2015/08932187 --- 25284.115186528365 minutes --- 63 new words added
Pat/2015/08932188 --- 25847.349011270206 minutes --- 23 new words added
Pat/2015/08932189 --- 26410.656665476163 minutes --- 113 new words added
Pat/2015/08932190 --- 26974.007509283223 minutes --- 64 new words added
Pat/2015/08932191 --- 27537.426529161134 minutes --- 99 new words added
Pat/2015/08932192 --- 28100.867324944338 minutes --- 30 new words added
Pat/2015/08932193 --- 28664.352175037067 minutes --- 60 new words added
Pat/2015/08932194 --- 29227.97117740313 minutes --- 159 new words added
Pat/2015/08932195 --- 29791.73585624695 minutes --- 191 new words added
Pat/2015/08932196 --- 30355.81470688184 minutes --- 394 new words added
Pat/2015/08932197 --- 30919.93876897494 minutes --- 52 new words added
Pat/2015/08932198 --- 31484.236344468594 minutes --- 203 new words added
Pat/2015/08932199 --- 32048.89778014819 minutes --- 410 new words added
Pat/2015/08932200 --- 32613.703984204927 minutes --- 156 new words added
Pat/2015/08932201 --- 33178.71201622486 minutes --- 212 new words added
Pat/2015/08932202 --- 33743.821501068276 minutes --- 103 new words added
Pat/2015/08932203 --- 34309.00612444083 minutes --- 74 new words added
Pat/2015/08932204 --- 34874.30556657712 minutes --- 94 new words added
Pat/2015/08932205 --- 35439.80442636013 minutes --- 189 new words added
Pat/2015/08932206 --- 36005.37530933619 minutes --- 66 new words added
Pat/2015/08932207 --- 36571.089755260946 minutes --- 129 new words added
Pat/2015/08932208 --- 37137.16409989198 minutes --- 315 new words added
Pat/2015/08932209 --- 37703.27260748545 minutes --- 28 new words added
Pat/2015/08932210 --- 38269.47376581828 minutes --- 77 new words added
Pat/2015/08932211 --- 38835.90268434684 minutes --- 186 new words added
Pat/2015/08932212 --- 39402.357642479736 minutes --- 20 new words added
Pat/2015/08932213 --- 39968.815175636606 minutes --- 1 new words added
Pat/2015/08932214 --- 40535.35547730525 minutes --- 50 new words added
Pat/2015/08932215 --- 41101.96342997153 minutes --- 51 new words added
Pat/2015/08932216 --- 41668.69556641579 minutes --- 93 new words added
Pat/2015/08932217 --- 42235.90947740873 minutes --- 354 new words added
Pat/2015/08932218 --- 42803.621779751775 minutes --- 351 new words added
Pat/2015/08932219 --- 43371.54110142787 minutes --- 141 new words added
Pat/2015/08932220 --- 43939.98673462073 minutes --- 350 new words added
Pat/2015/08932221 --- 44509.05661574999 minutes --- 402 new words added
Pat/2015/08932222 --- 45078.23454951843 minutes --- 65 new words added
Pat/2015/08932223 --- 45648.11947284539 minutes --- 433 new words added
Pat/2015/08932224 --- 46218.31005906264 minutes --- 170 new words added
Pat/2015/08932225 --- 46788.55563091437 minutes --- 31 new words added
Pat/2015/08932226 --- 47358.976574206354 minutes --- 99 new words added
Pat/2015/08932227 --- 47930.62075291474 minutes --- 676 new words added
Pat/2015/08932228 --- 48502.348230286436 minutes --- 42 new words added
Pat/2015/08932229 --- 49074.13449312051 minutes --- 30 new words added
Pat/2015/08932230 --- 49646.02622379064 minutes --- 54 new words added
Pat/2015/08932231 --- 50218.10584814548 minutes --- 96 new words added
Pat/2015/08932232 --- 50790.315827341874 minutes --- 65 new words added
Pat/2015/08932233 --- 51362.71291359266 minutes --- 92 new words added
Pat/2015/08932234 --- 51935.2400111119 minutes --- 54 new words added
Pat/2015/08932235 --- 52507.91557987134 minutes --- 71 new words added
Pat/2015/08932236 --- 53080.76556627353 minutes --- 81 new words added
Pat/2015/08932237 --- 53653.78492383162 minutes --- 77 new words added
Pat/2015/08932238 --- 54227.440564529104 minutes --- 281 new words added
Pat/2015/08932239 --- 54801.38710409403 minutes --- 126 new words added
Pat/2015/08932240 --- 55375.41273889144 minutes --- 33 new words added
Pat/2015/08932241 --- 55949.65684291522 minutes --- 93 new words added
Pat/2015/08932242 --- 56524.0600870649 minutes --- 67 new words added
