PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08936057 --- 828.6918811043104 minutes --- 723 new words added
Pat/2015/08936058 --- 1657.437298544248 minutes --- 733 new words added
Pat/2015/08936059 --- 2486.196225011349 minutes --- 163 new words added
Pat/2015/08936060 --- 3314.9809480309486 minutes --- 254 new words added
Pat/2015/08936061 --- 4143.809479916095 minutes --- 343 new words added
Pat/2015/08936062 --- 4972.654895401001 minutes --- 102 new words added
Pat/2015/08936063 --- 5801.52125672102 minutes --- 113 new words added
Pat/2015/08936064 --- 6630.405326640606 minutes --- 83 new words added
Pat/2015/08936065 --- 7459.353705394268 minutes --- 300 new words added
Pat/2015/08936066 --- 8288.39387491544 minutes --- 358 new words added
Pat/2015/08936067 --- 9117.485456371307 minutes --- 168 new words added
Pat/2015/08936068 --- 9946.625898579756 minutes --- 91 new words added
Pat/2015/08936069 --- 10775.81935813427 minutes --- 143 new words added
Pat/2015/08936070 --- 11605.099954605103 minutes --- 219 new words added
Pat/2015/08936071 --- 12434.403580637772 minutes --- 46 new words added
Pat/2015/08936072 --- 13263.76007582744 minutes --- 105 new words added
Pat/2015/08936073 --- 14093.219109940528 minutes --- 201 new words added
Pat/2015/08936074 --- 14922.744266478221 minutes --- 117 new words added
Pat/2015/08936075 --- 15752.34088940223 minutes --- 117 new words added
Pat/2015/08936076 --- 16581.9970681111 minutes --- 91 new words added
Pat/2015/08936077 --- 17411.709500551224 minutes --- 81 new words added
Pat/2015/08936078 --- 18241.532265802223 minutes --- 130 new words added
Pat/2015/08936079 --- 19071.50768302679 minutes --- 202 new words added
Pat/2015/08936080 --- 19901.64400548935 minutes --- 198 new words added
Pat/2015/08936081 --- 20732.056142636142 minutes --- 317 new words added
Pat/2015/08936082 --- 21562.9380809625 minutes --- 485 new words added
Pat/2015/08936083 --- 22393.971038675307 minutes --- 139 new words added
Pat/2015/08936084 --- 23225.39104339679 minutes --- 340 new words added
Pat/2015/08936085 --- 24057.01593165795 minutes --- 166 new words added
Pat/2015/08936086 --- 24888.826462622485 minutes --- 141 new words added
Pat/2015/08936087 --- 25721.009580179056 minutes --- 273 new words added
Pat/2015/08936088 --- 26553.355606897672 minutes --- 96 new words added
Pat/2015/08936089 --- 27386.43845626116 minutes --- 482 new words added
Pat/2015/08936090 --- 28219.768095993997 minutes --- 147 new words added
Pat/2015/08936091 --- 29053.179941785336 minutes --- 43 new words added
Pat/2015/08936092 --- 29886.709541650613 minutes --- 62 new words added
Pat/2015/08936093 --- 30720.510120892526 minutes --- 145 new words added
Pat/2015/08936094 --- 31554.424093079568 minutes --- 55 new words added
Pat/2015/08936095 --- 32388.538312812645 minutes --- 99 new words added
Pat/2015/08936096 --- 33222.78395210107 minutes --- 61 new words added
Pat/2015/08936097 --- 34057.13748375972 minutes --- 47 new words added
Pat/2015/08936098 --- 34891.60485794147 minutes --- 41 new words added
Pat/2015/08936099 --- 35726.19143897692 minutes --- 50 new words added
Pat/2015/08936100 --- 36560.85970352093 minutes --- 32 new words added
Pat/2015/08936101 --- 37395.70399266879 minutes --- 72 new words added
Pat/2015/08936102 --- 38230.605095072584 minutes --- 19 new words added
Pat/2015/08936103 --- 39065.77356466055 minutes --- 107 new words added
Pat/2015/08936104 --- 39901.13226492405 minutes --- 72 new words added
Pat/2015/08936105 --- 40736.81257960796 minutes --- 122 new words added
Pat/2015/08936106 --- 41572.53743372758 minutes --- 12 new words added
Pat/2015/08936107 --- 42408.39796817303 minutes --- 46 new words added
Pat/2015/08936108 --- 43245.42082127333 minutes --- 407 new words added
Pat/2015/08936109 --- 44082.56069624821 minutes --- 35 new words added
Pat/2015/08936110 --- 44919.869878431164 minutes --- 52 new words added
Pat/2015/08936111 --- 45757.72996068795 minutes --- 175 new words added
Pat/2015/08936112 --- 46595.798610874015 minutes --- 61 new words added
Pat/2015/08936113 --- 47434.21318896612 minutes --- 102 new words added
Pat/2015/08936114 --- 48273.271607172486 minutes --- 187 new words added
Pat/2015/08936115 --- 49112.581982878844 minutes --- 68 new words added
Pat/2015/08936116 --- 49952.2881822149 minutes --- 107 new words added
Pat/2015/08936117 --- 50792.194777552286 minutes --- 51 new words added
Pat/2015/08936118 --- 51632.273559935886 minutes --- 38 new words added
Pat/2015/08936119 --- 52472.65477223794 minutes --- 76 new words added
Pat/2015/08936120 --- 53313.26903244257 minutes --- 56 new words added
Pat/2015/08936121 --- 54154.10077784856 minutes --- 51 new words added
Pat/2015/08936122 --- 54995.31914668481 minutes --- 92 new words added
