PATENT_NO		TIME TO WRITE		WORDS ADDED BY FILE
Pat/2015/08935157 --- 538.2655083060265 minutes --- 511 new words added
Pat/2015/08935158 --- 1076.5654083331426 minutes --- 416 new words added
Pat/2015/08935159 --- 1614.8804110566775 minutes --- 256 new words added
Pat/2015/08935160 --- 2153.228812511762 minutes --- 409 new words added
Pat/2015/08935161 --- 2691.6206688165666 minutes --- 371 new words added
Pat/2015/08935162 --- 3230.0186341285707 minutes --- 3 new words added
Pat/2015/08935163 --- 3768.515068670114 minutes --- 591 new words added
Pat/2015/08935164 --- 4307.074500044187 minutes --- 302 new words added
Pat/2015/08935165 --- 4845.666788752874 minutes --- 129 new words added
Pat/2015/08935166 --- 5384.322682881355 minutes --- 232 new words added
Pat/2015/08935167 --- 5923.087914327781 minutes --- 347 new words added
Pat/2015/08935168 --- 6461.929560013612 minutes --- 159 new words added
Pat/2015/08935169 --- 7000.845261100928 minutes --- 180 new words added
Pat/2015/08935170 --- 7539.798799959818 minutes --- 81 new words added
Pat/2015/08935171 --- 8079.034062202772 minutes --- 586 new words added
Pat/2015/08935172 --- 8618.523149402936 minutes --- 447 new words added
Pat/2015/08935173 --- 9158.122860376041 minutes --- 169 new words added
Pat/2015/08935174 --- 9697.857687656086 minutes --- 193 new words added
Pat/2015/08935175 --- 10237.722567288081 minutes --- 171 new words added
Pat/2015/08935176 --- 10777.595830746492 minutes --- 1 new words added
Pat/2015/08935177 --- 11317.561483379204 minutes --- 106 new words added
Pat/2015/08935178 --- 11857.598996631305 minutes --- 57 new words added
Pat/2015/08935179 --- 12397.804423201083 minutes --- 178 new words added
Pat/2015/08935180 --- 12938.217806088924 minutes --- 208 new words added
Pat/2015/08935181 --- 13479.338992051284 minutes --- 661 new words added
Pat/2015/08935182 --- 14020.697125267983 minutes --- 194 new words added
Pat/2015/08935183 --- 14562.139302933216 minutes --- 61 new words added
Pat/2015/08935184 --- 15104.1671372056 minutes --- 441 new words added
Pat/2015/08935185 --- 15646.388141127427 minutes --- 131 new words added
Pat/2015/08935186 --- 16188.750425577164 minutes --- 89 new words added
Pat/2015/08935187 --- 16731.334937870502 minutes --- 139 new words added
Pat/2015/08935188 --- 17274.281241007648 minutes --- 209 new words added
Pat/2015/08935189 --- 17817.36096340815 minutes --- 74 new words added
Pat/2015/08935190 --- 18360.682991774876 minutes --- 134 new words added
Pat/2015/08935191 --- 18904.39606788953 minutes --- 207 new words added
